               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  52,            0.063948,            0.048786,                   0,             0.82139,             0.56747,             0.62509,             0.31059,            0.059415,            0.044644,                   0,           0.0053587,           0.0053587,           0.0053587
                  53,            0.064946,            0.046437,                   0,             0.84004,             0.55612,             0.62406,             0.30466,            0.059662,            0.044147,                   0,           0.0052174,           0.0052174,           0.0052174
                  54,            0.065428,            0.049192,                   0,             0.83006,             0.55958,              0.6299,             0.31488,            0.059337,            0.045436,                   0,           0.0050765,           0.0050765,           0.0050765
                  55,            0.065003,            0.047101,                   0,             0.83917,              0.5633,             0.63259,             0.31337,            0.059358,            0.044403,                   0,            0.004936,            0.004936,            0.004936
                  56,            0.064708,              0.0475,                   0,              0.8453,             0.55583,             0.62884,             0.31239,            0.059443,            0.044728,                   0,            0.004796,            0.004796,            0.004796
                  57,            0.063721,             0.04953,                   0,             0.83163,             0.56711,             0.63088,             0.31018,            0.059187,            0.044486,                   0,           0.0046568,           0.0046568,           0.0046568
                  58,            0.063314,            0.045689,                   0,             0.84006,             0.56117,             0.63229,             0.31274,            0.059186,            0.044883,                   0,           0.0045184,           0.0045184,           0.0045184
                  59,            0.064638,            0.050784,                   0,             0.83726,             0.57103,             0.63467,             0.31777,            0.058647,            0.044416,                   0,           0.0043809,           0.0043809,           0.0043809
                  60,            0.061663,            0.046976,                   0,             0.83618,             0.56875,             0.63553,             0.31369,            0.058884,            0.044131,                   0,           0.0042445,           0.0042445,           0.0042445
                  61,            0.062722,            0.046488,                   0,             0.82848,             0.57313,             0.63535,              0.3144,            0.058964,             0.04411,                   0,           0.0041094,           0.0041094,           0.0041094
                  62,            0.062782,             0.04945,                   0,             0.84535,             0.56903,             0.63587,             0.31677,            0.058701,            0.044098,                   0,           0.0039757,           0.0039757,           0.0039757
                  63,            0.063598,            0.048776,                   0,             0.83743,             0.57005,             0.63848,             0.31845,            0.058667,            0.044246,                   0,           0.0038434,           0.0038434,           0.0038434
                  64,            0.063748,            0.048145,                   0,             0.82451,             0.57542,             0.63324,             0.31297,            0.058955,            0.044194,                   0,           0.0037128,           0.0037128,           0.0037128
                  65,            0.062465,            0.048366,                   0,             0.83061,             0.57647,             0.63872,             0.31985,            0.058298,            0.044035,                   0,            0.003584,            0.003584,            0.003584
                  66,            0.060682,            0.045169,                   0,             0.84382,             0.56989,             0.63906,             0.32199,            0.058206,            0.044138,                   0,            0.003457,            0.003457,            0.003457
                  67,            0.065016,             0.04806,                   0,             0.82815,             0.57902,             0.63399,             0.31692,            0.058398,            0.044907,                   0,           0.0033321,           0.0033321,           0.0033321
                  68,            0.063393,            0.047151,                   0,              0.8368,               0.576,             0.63951,             0.31834,            0.058331,            0.043829,                   0,           0.0032093,           0.0032093,           0.0032093
                  69,            0.063023,             0.04819,                   0,             0.84132,             0.57674,             0.64377,             0.32019,            0.058393,            0.044043,                   0,           0.0030888,           0.0030888,           0.0030888
                  70,            0.063852,            0.049291,                   0,             0.83362,             0.58294,             0.64648,             0.32226,            0.058172,            0.043968,                   0,           0.0029706,           0.0029706,           0.0029706
                  71,            0.062694,            0.047535,                   0,             0.83777,             0.57359,             0.64253,             0.32203,            0.058365,            0.044555,                   0,            0.002855,            0.002855,            0.002855
                  72,            0.064323,            0.047924,                   0,             0.84338,              0.5791,             0.64417,             0.32433,            0.057944,            0.043531,                   0,           0.0027419,           0.0027419,           0.0027419
                  73,            0.062879,            0.050028,                   0,             0.85003,              0.5791,             0.64765,             0.32585,            0.057841,            0.043783,                   0,           0.0026316,           0.0026316,           0.0026316
                  74,            0.061341,            0.046848,                   0,             0.84282,             0.57891,              0.6458,             0.32383,            0.057971,            0.043865,                   0,           0.0025241,           0.0025241,           0.0025241
                  75,              0.0647,            0.050001,                   0,             0.84129,             0.58137,             0.64603,             0.32357,            0.057957,            0.043781,                   0,           0.0024195,           0.0024195,           0.0024195
                  76,            0.063684,            0.046085,                   0,             0.83149,             0.58397,              0.6454,             0.32355,            0.057978,            0.043799,                   0,            0.002318,            0.002318,            0.002318
                  77,            0.062441,            0.047085,                   0,              0.8451,             0.57812,             0.64566,             0.32373,            0.058025,            0.043771,                   0,           0.0022196,           0.0022196,           0.0022196
                  78,            0.062794,            0.046926,                   0,             0.86023,             0.57444,             0.64645,             0.32544,            0.057788,             0.04372,                   0,           0.0021245,           0.0021245,           0.0021245
                  79,            0.062444,            0.049799,                   0,               0.836,             0.58849,             0.65378,             0.33019,            0.057699,            0.043918,                   0,           0.0020327,           0.0020327,           0.0020327
                  80,            0.061543,            0.047034,                   0,             0.84753,             0.57847,             0.64606,             0.32531,            0.057791,            0.043683,                   0,           0.0019443,           0.0019443,           0.0019443
                  81,            0.062297,            0.047172,                   0,             0.84108,             0.58797,             0.65063,              0.3276,            0.057622,            0.044084,                   0,           0.0018594,           0.0018594,           0.0018594
                  82,            0.063014,            0.049469,                   0,             0.85582,             0.57705,             0.65168,              0.3296,            0.057599,            0.043873,                   0,           0.0017781,           0.0017781,           0.0017781
                  83,             0.06063,            0.046175,                   0,             0.84237,             0.58797,             0.65261,             0.33128,            0.057388,            0.043636,                   0,           0.0017005,           0.0017005,           0.0017005
                  84,            0.062618,            0.046818,                   0,             0.85186,             0.58186,             0.65105,             0.32855,            0.057431,            0.043745,                   0,           0.0016267,           0.0016267,           0.0016267
                  85,            0.062839,            0.046056,                   0,             0.84549,             0.58504,             0.65044,             0.32945,            0.057494,            0.043831,                   0,           0.0015566,           0.0015566,           0.0015566
                  86,            0.060433,            0.044709,                   0,             0.84502,             0.58468,             0.65375,             0.32908,            0.057463,            0.043533,                   0,           0.0014905,           0.0014905,           0.0014905
                  87,            0.062871,              0.0464,                   0,             0.84183,              0.5863,              0.6535,             0.32956,            0.057457,            0.043621,                   0,           0.0014283,           0.0014283,           0.0014283
                  88,            0.061643,            0.048103,                   0,             0.84813,             0.58514,             0.65294,             0.33133,            0.057343,            0.043676,                   0,           0.0013701,           0.0013701,           0.0013701
                  89,            0.062214,            0.047856,                   0,             0.84529,             0.58643,             0.65154,             0.32867,            0.057407,            0.043955,                   0,            0.001316,            0.001316,            0.001316
                  90,            0.060806,            0.044976,                   0,             0.84559,             0.58889,             0.65507,             0.33286,            0.057231,            0.043526,                   0,            0.001266,            0.001266,            0.001266
                  91,            0.062237,            0.048153,                   0,             0.83731,             0.59403,             0.65453,             0.33134,            0.057246,            0.043864,                   0,           0.0012202,           0.0012202,           0.0012202
                  92,              0.0613,            0.043671,                   0,             0.84756,             0.58893,             0.65642,              0.3331,             0.05731,            0.043563,                   0,           0.0011787,           0.0011787,           0.0011787
                  93,            0.060808,            0.045618,                   0,              0.8487,             0.59087,             0.65803,             0.33301,            0.057168,            0.043605,                   0,           0.0011414,           0.0011414,           0.0011414
                  94,             0.06026,             0.04612,                   0,             0.84742,              0.5907,             0.65769,              0.3333,            0.057122,            0.043779,                   0,           0.0011084,           0.0011084,           0.0011084
                  95,            0.061284,            0.048069,                   0,             0.84508,             0.59075,             0.65733,             0.33404,             0.05708,            0.043522,                   0,           0.0010797,           0.0010797,           0.0010797
                  96,            0.061185,            0.046659,                   0,             0.84542,             0.58969,             0.65474,             0.33103,            0.057183,            0.043549,                   0,           0.0010554,           0.0010554,           0.0010554
                  97,            0.060556,              0.0451,                   0,             0.85083,             0.58862,             0.65669,             0.33267,            0.057179,            0.043472,                   0,           0.0010355,           0.0010355,           0.0010355
                  98,            0.060119,             0.04538,                   0,             0.85099,             0.58653,             0.65683,             0.33267,            0.057213,            0.043616,                   0,             0.00102,             0.00102,             0.00102
                  99,             0.06306,            0.046405,                   0,             0.85513,             0.58727,             0.65878,             0.33549,            0.057088,            0.043504,                   0,           0.0010089,           0.0010089,           0.0010089
