               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  89,            0.069681,            0.052007,                   0,             0.79537,             0.49325,             0.55371,             0.26127,             0.06428,            0.046734,                   0,           0.0042899,           0.0042899,           0.0042899
                  90,              0.0687,            0.052476,                   0,             0.79665,             0.49869,             0.55795,             0.26414,            0.064332,            0.046974,                   0,           0.0041994,           0.0041994,           0.0041994
                  91,            0.069962,             0.05272,                   0,             0.79535,             0.48739,             0.55541,             0.26375,            0.064656,            0.046755,                   0,           0.0041094,           0.0041094,           0.0041094
                  92,            0.069112,            0.051668,                   0,             0.81211,             0.48981,             0.56054,             0.26343,            0.064697,            0.046449,                   0,           0.0040201,           0.0040201,           0.0040201
                  93,            0.070173,            0.050715,                   0,             0.80091,             0.49323,             0.55622,             0.26309,            0.064299,            0.046664,                   0,           0.0039314,           0.0039314,           0.0039314
                  94,            0.068889,            0.050964,                   0,             0.79622,             0.49958,              0.5606,             0.26448,            0.064464,            0.046161,                   0,           0.0038434,           0.0038434,           0.0038434
                  95,            0.070769,            0.052846,                   0,             0.79511,             0.49697,             0.55434,             0.26057,             0.06425,            0.047625,                   0,           0.0037562,           0.0037562,           0.0037562
                  96,            0.069145,             0.04918,                   0,             0.80174,             0.49107,             0.55555,             0.26199,            0.064558,            0.046754,                   0,           0.0036697,           0.0036697,           0.0036697
                  97,            0.069663,            0.052028,                   0,             0.78926,             0.50205,             0.55979,             0.26344,            0.064452,            0.046355,                   0,            0.003584,            0.003584,            0.003584
                  98,            0.070952,            0.052657,                   0,             0.79355,              0.4998,             0.55954,             0.26527,             0.06435,            0.046584,                   0,           0.0034991,           0.0034991,           0.0034991
                  99,             0.06935,            0.049298,                   0,             0.80443,             0.48706,             0.55509,             0.26482,             0.06493,            0.046807,                   0,           0.0034152,           0.0034152,           0.0034152
                 100,            0.068879,            0.049587,                   0,             0.78883,             0.50188,             0.56138,             0.26566,             0.06421,            0.046376,                   0,           0.0033321,           0.0033321,           0.0033321
                 101,            0.068761,            0.052631,                   0,             0.81188,             0.49082,              0.5618,             0.26834,            0.063949,            0.046445,                   0,             0.00325,             0.00325,             0.00325
                 102,            0.069982,              0.0524,                   0,             0.79056,             0.50134,             0.55957,             0.26559,            0.064564,             0.04635,                   0,           0.0031689,           0.0031689,           0.0031689
