               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12505,            0.067072,                   0,           0.0017412,            0.039965,          0.00086414,          0.00021571,             0.11821,            0.067008,                   0,              0.0005,              0.0005,              0.0955
                   1,             0.11788,            0.067587,                   0,           0.0071757,            0.026795,           0.0020838,          0.00041492,             0.12748,             0.42065,                   0,           0.0010098,           0.0010098,             0.09091
                   2,             0.10842,            0.057075,                   0,            0.010945,             0.10427,           0.0045833,           0.0010416,             0.12545,             0.35296,                   0,           0.0015187,           0.0015187,            0.086319
                   3,             0.10346,            0.056252,                   0,            0.064137,             0.16825,            0.024419,           0.0050408,             0.11454,             0.57189,                   0,           0.0020259,           0.0020259,            0.081726
                   4,            0.098936,            0.053559,                   0,             0.14759,             0.22879,            0.065473,            0.013402,             0.09562,             0.19942,                   0,            0.002531,            0.002531,            0.077131
                   5,            0.095008,            0.056293,                   0,             0.31276,             0.25968,             0.16889,            0.041018,            0.089218,            0.085109,                   0,           0.0030331,           0.0030331,            0.072533
                   6,            0.093687,            0.056107,                   0,              0.2924,              0.2523,              0.1666,            0.038343,            0.087302,              0.1137,                   0,           0.0035316,           0.0035316,            0.067932
                   7,            0.090085,            0.054094,                   0,              0.3058,             0.23579,             0.16259,            0.042172,            0.089545,             0.17492,                   0,           0.0040259,           0.0040259,            0.063326
                   8,            0.086962,            0.054409,                   0,             0.35965,             0.26031,             0.18448,            0.038733,            0.091312,            0.087967,                   0,           0.0045152,           0.0045152,            0.058715
                   9,             0.09803,            0.062714,                   0,          0.00014745,           0.0035642,          7.3311e-05,          1.7786e-05,             0.14643,              6.1378,                   0,           0.0049991,           0.0049991,            0.054099
                  10,            0.093497,            0.063984,                   0,              0.4542,             0.23961,             0.21567,            0.075578,            0.086734,            0.061501,                   0,           0.0054767,           0.0054767,            0.049477
                  11,            0.088592,            0.059587,                   0,             0.51948,             0.29982,             0.29666,             0.10408,            0.082271,            0.059607,                   0,           0.0059475,           0.0059475,            0.044847
                  12,            0.087601,            0.060837,                   0,             0.59737,             0.29489,             0.31949,             0.12522,            0.080318,            0.058339,                   0,           0.0064108,           0.0064108,            0.040211
                  13,            0.085697,            0.058416,                   0,             0.55012,             0.30491,             0.31897,             0.11891,            0.082868,            0.059135,                   0,           0.0068661,           0.0068661,            0.035566
                  14,            0.085104,            0.060866,                   0,             0.62649,             0.35865,             0.38311,             0.14333,            0.078225,            0.054575,                   0,           0.0073128,           0.0073128,            0.030913
                  15,            0.081766,            0.057378,                   0,             0.65611,             0.36302,             0.39027,             0.15107,            0.076456,            0.057315,                   0,           0.0077503,           0.0077503,             0.02625
                  16,            0.081708,            0.053113,                   0,             0.63671,             0.40444,             0.43093,               0.165,            0.075031,            0.057558,                   0,            0.008178,            0.008178,            0.021578
                  17,            0.081157,            0.054796,                   0,             0.68797,             0.37854,             0.41848,             0.16375,            0.074779,             0.05074,                   0,           0.0085954,           0.0085954,            0.016895
                  18,            0.076925,            0.051541,                   0,             0.68499,             0.39919,             0.44383,             0.18428,            0.072802,            0.056999,                   0,           0.0090019,           0.0090019,            0.012202
                  19,            0.078511,            0.055813,                   0,             0.71124,             0.40207,             0.44319,             0.17832,            0.073299,            0.054003,                   0,           0.0092219,           0.0092219,           0.0092219
                  20,            0.079392,            0.053974,                   0,             0.68256,             0.41428,             0.45518,              0.1898,            0.071695,            0.050245,                   0,           0.0092219,           0.0092219,           0.0092219
                  21,            0.076549,             0.05379,                   0,             0.72176,             0.42241,             0.47298,             0.19866,            0.072021,            0.049745,                   0,           0.0091406,           0.0091406,           0.0091406
                  22,            0.075576,            0.051849,                   0,             0.74553,             0.43375,             0.48623,             0.22214,            0.069902,            0.049377,                   0,           0.0090557,           0.0090557,           0.0090557
                  23,            0.075734,            0.050439,                   0,             0.75151,              0.4594,             0.51306,             0.22741,             0.06915,            0.049129,                   0,           0.0089673,           0.0089673,           0.0089673
                  24,            0.074068,             0.05308,                   0,             0.76155,             0.44548,             0.50314,             0.22458,            0.069592,             0.04859,                   0,           0.0088755,           0.0088755,           0.0088755
                  25,            0.075119,            0.053039,                   0,             0.77294,             0.46317,             0.51857,             0.23233,            0.068431,            0.048299,                   0,           0.0087804,           0.0087804,           0.0087804
